EDITION,NAME,TOKEN,ATTRIBUTE:COLLECTION,ATTRIBUTE:TITLE,ATTRIBUTE:MINTAGE,ATTRIBUTE:POWER,ATTRIBUTE:YEAR,ATTRIBUTE:EDITION,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
53,Emidas Genesis Act 4,GNOGENDUP-814470-028D,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
54,Emidas Genesis Act 4,GNOGENDUP-814470-028E,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
55,Emidas Genesis Act 4,GNOGENDUP-814470-028F,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
56,Emidas Genesis Act 4,GNOGENDUP-814470-0290,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
57,Emidas Genesis Act 4,GNOGENDUP-814470-0291,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
58,Emidas Genesis Act 4,GNOGENDUP-814470-0292,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
59,Emidas Genesis Act 4,GNOGENDUP-814470-0293,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
60,Emidas Genesis Act 4,GNOGENDUP-814470-0294,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
61,Emidas Genesis Act 4,GNOGENDUP-814470-0295,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
62,Emidas Genesis Act 4,GNOGENDUP-814470-0296,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
63,Emidas Genesis Act 4,GNOGENDUP-814470-0297,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
64,Emidas Genesis Act 4,GNOGENDUP-814470-0298,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
65,Emidas Genesis Act 4,GNOGENDUP-814470-0299,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
66,Emidas Genesis Act 4,GNOGENDUP-814470-029A,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
67,Emidas Genesis Act 4,GNOGENDUP-814470-029B,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
68,Emidas Genesis Act 4,GNOGENDUP-814470-029C,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
69,Emidas Genesis Act 4,GNOGENDUP-814470-029D,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
70,Emidas Genesis Act 4,GNOGENDUP-814470-029E,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
71,Emidas Genesis Act 4,GNOGENDUP-814470-029F,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
72,Emidas Genesis Act 4,GNOGENDUP-814470-02A0,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
73,Emidas Genesis Act 4,GNOGENDUP-814470-02A1,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
74,Emidas Genesis Act 4,GNOGENDUP-814470-02A2,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
75,Emidas Genesis Act 4,GNOGENDUP-814470-02A3,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
76,Emidas Genesis Act 4,GNOGENDUP-814470-02A4,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
77,Emidas Genesis Act 4,GNOGENDUP-814470-02A5,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
78,Emidas Genesis Act 4,GNOGENDUP-814470-02A6,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
79,Emidas Genesis Act 4,GNOGENDUP-814470-02A7,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
80,Emidas Genesis Act 4,GNOGENDUP-814470-02A8,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
81,Emidas Genesis Act 4,GNOGENDUP-814470-02A9,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
82,Emidas Genesis Act 4,GNOGENDUP-814470-02AA,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
83,Emidas Genesis Act 4,GNOGENDUP-814470-02AB,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
84,Emidas Genesis Act 4,GNOGENDUP-814470-02AC,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
85,Emidas Genesis Act 4,GNOGENDUP-814470-02AD,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
86,Emidas Genesis Act 4,GNOGENDUP-814470-02AE,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
87,Emidas Genesis Act 4,GNOGENDUP-814470-02AF,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
88,Emidas Genesis Act 4,GNOGENDUP-814470-02B0,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
89,Emidas Genesis Act 4,GNOGENDUP-814470-02B1,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
90,Emidas Genesis Act 4,GNOGENDUP-814470-02B2,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
91,Emidas Genesis Act 4,GNOGENDUP-814470-02B3,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
92,Emidas Genesis Act 4,GNOGENDUP-814470-02B4,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
93,Emidas Genesis Act 4,GNOGENDUP-814470-02B5,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
94,Emidas Genesis Act 4,GNOGENDUP-814470-02B6,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
95,Emidas Genesis Act 4,GNOGENDUP-814470-02B7,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
96,Emidas Genesis Act 4,GNOGENDUP-814470-02B8,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
97,Emidas Genesis Act 4,GNOGENDUP-814470-02B9,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
98,Emidas Genesis Act 4,GNOGENDUP-814470-02BA,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
99,Emidas Genesis Act 4,GNOGENDUP-814470-02BB,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
100,Emidas Genesis Act 4,GNOGENDUP-814470-02BC,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
101,Emidas Genesis Act 4,GNOGENDUP-814470-02BD,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
102,Emidas Genesis Act 4,GNOGENDUP-814470-02BE,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
103,Emidas Genesis Act 4,GNOGENDUP-814470-02BF,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
104,Emidas Genesis Act 4,GNOGENDUP-814470-02C0,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
105,Emidas Genesis Act 4,GNOGENDUP-814470-02C1,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
106,Emidas Genesis Act 4,GNOGENDUP-814470-02C2,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
107,Emidas Genesis Act 4,GNOGENDUP-814470-02C3,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
108,Emidas Genesis Act 4,GNOGENDUP-814470-02C4,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
109,Emidas Genesis Act 4,GNOGENDUP-814470-02C5,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
110,Emidas Genesis Act 4,GNOGENDUP-814470-02C6,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
111,Emidas Genesis Act 4,GNOGENDUP-814470-02C7,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
112,Emidas Genesis Act 4,GNOGENDUP-814470-02C8,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
113,Emidas Genesis Act 4,GNOGENDUP-814470-02C9,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
114,Emidas Genesis Act 4,GNOGENDUP-814470-02CA,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
115,Emidas Genesis Act 4,GNOGENDUP-814470-02CB,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
116,Emidas Genesis Act 4,GNOGENDUP-814470-02CC,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
117,Emidas Genesis Act 4,GNOGENDUP-814470-02CD,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
118,Emidas Genesis Act 4,GNOGENDUP-814470-02CE,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
119,Emidas Genesis Act 4,GNOGENDUP-814470-02CF,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
120,Emidas Genesis Act 4,GNOGENDUP-814470-02D0,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
121,Emidas Genesis Act 4,GNOGENDUP-814470-02D1,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
122,Emidas Genesis Act 4,GNOGENDUP-814470-02D2,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
123,Emidas Genesis Act 4,GNOGENDUP-814470-02D3,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
124,Emidas Genesis Act 4,GNOGENDUP-814470-02D4,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
125,Emidas Genesis Act 4,GNOGENDUP-814470-02D5,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
126,Emidas Genesis Act 4,GNOGENDUP-814470-02D6,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
127,Emidas Genesis Act 4,GNOGENDUP-814470-02D7,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
128,Emidas Genesis Act 4,GNOGENDUP-814470-02D8,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
129,Emidas Genesis Act 4,GNOGENDUP-814470-02D9,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
130,Emidas Genesis Act 4,GNOGENDUP-814470-02DA,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
131,Emidas Genesis Act 4,GNOGENDUP-814470-02DB,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
132,Emidas Genesis Act 4,GNOGENDUP-814470-02DC,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
133,Emidas Genesis Act 4,GNOGENDUP-814470-02DD,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
134,Emidas Genesis Act 4,GNOGENDUP-814470-02DE,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
135,Emidas Genesis Act 4,GNOGENDUP-814470-02DF,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
136,Emidas Genesis Act 4,GNOGENDUP-814470-02E0,Emidas Genesis,The Blockchain Trilemma,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%204%20GR%20FINAL%20NFT.mp4,
